WKT,name,description
"POLYGON ((106.7244612 -6.0903369, 106.709355 -6.095799, 106.697682 -6.095799, 106.6846358 -6.0978473, 106.6873824 -6.1074059, 106.6963088 -6.1101369, 106.7004286 -6.1169643, 106.688069 -6.1251571, 106.6866957 -6.1306188, 106.6908156 -6.1360805, 106.6853224 -6.144273, 106.6860091 -6.1579269, 106.6915022 -6.1633883, 106.6908156 -6.1729457, 106.7155348 -6.1852335, 106.7175948 -6.1947905, 106.7258345 -6.1934252, 106.7230879 -6.208443, 106.7175948 -6.2200474, 106.7182814 -6.2261908, 106.7333876 -6.2248256, 106.7416274 -6.2261908, 106.7443739 -6.2357471, 106.7498671 -6.2425729, 106.7457472 -6.2507637, 106.751927 -6.2507637, 106.7567336 -6.254859, 106.7533003 -6.2644148, 106.7505538 -6.2739703, 106.7567336 -6.2780655, 106.7629134 -6.2794306, 106.7608534 -6.2889858, 106.7670332 -6.2889858, 106.7677199 -6.2964934, 106.7745863 -6.3005884, 106.7756163 -6.3127026, 106.7771612 -6.3153472, 106.7797362 -6.3162856, 106.7845427 -6.3162857, 106.8047987 -6.3149207, 106.8075453 -6.3217454, 106.8020522 -6.3340297, 106.796559 -6.3394894, 106.8013655 -6.3449489, 106.7931258 -6.3483611, 106.7931258 -6.3640568, 106.808232 -6.3654217, 106.8157851 -6.3579151, 106.8363844 -6.3551854, 106.8384444 -6.3422191, 106.850804 -6.337442, 106.8556105 -6.3463138, 106.8569838 -6.354503, 106.8631636 -6.3565502, 106.8734633 -6.3538205, 106.8748366 -6.3613272, 106.8844496 -6.3681513, 106.8947493 -6.3708809, 106.9023024 -6.3701985, 106.9077956 -6.3572327, 106.916722 -6.3647393, 106.9174086 -6.3381245, 106.9201552 -6.3278876, 106.9187819 -6.3203805, 106.9229018 -6.3108258, 106.9215285 -6.2999059, 106.9105422 -6.2985409, 106.9077956 -6.2739703, 106.905049 -6.2589544, 106.9132887 -6.2569067, 106.9201552 -6.248716, 106.9270216 -6.2534939, 106.9428145 -6.2514462, 106.9435011 -6.2412077, 106.9496809 -6.2227778, 106.9586073 -6.2152692, 106.9668471 -6.2091257, 106.9647871 -6.1947905, 106.970967 -6.1872815, 106.9702803 -6.1394941, 106.9695937 -6.1169643, 106.9695937 -6.1046749, 106.9668471 -6.0951163, 106.9407546 -6.0985301, 106.9345747 -6.0971646, 106.9235884 -6.1012611, 106.9242751 -6.0800953, 106.9009291 -6.0828264, 106.8844496 -6.0835092, 106.8240248 -6.0719018, 106.7684065 -6.0766813, 106.7608534 -6.071219, 106.7498671 -6.0671222, 106.7244612 -6.0903369))",Kota DKI Jakarta,
