WKT,name,description
"POLYGON ((110.0094755 -7.8867749, 110.0204619 -7.9098993, 110.0575407 -7.9085391, 110.1550444 -7.9575045, 110.2044829 -7.9860649, 110.3404387 -8.0255022, 110.3473051 -8.0513383, 110.3775175 -8.0730938, 110.4503019 -8.1043653, 110.5793913 -8.1451505, 110.610977 -8.1546664, 110.6851347 -8.1832129, 110.7071074 -8.1832129, 110.709854 -8.2008835, 110.7331999 -8.1954465, 110.7551726 -8.2008835, 110.7826384 -8.192728, 110.8032377 -8.198165, 110.8307036 -8.1995243, 110.8334501 -8.1804943, 110.8224638 -8.160104, 110.8238371 -8.143791, 110.8004912 -8.1628228, 110.7895048 -8.1478694, 110.7895048 -8.1125227, 110.7812651 -8.0771728, 110.7565458 -8.0336611, 110.7647856 -8.0010243, 110.771652 -7.949344, 110.7702788 -7.9194208, 110.7785185 -7.8894954, 110.7908781 -7.8582075, 110.785385 -7.8391616, 110.7812651 -7.8146726, 110.7702788 -7.8037882, 110.7579191 -7.8269173, 110.7414396 -7.8065093, 110.7180937 -7.7901822, 110.7016142 -7.8078699, 110.6878813 -7.8092304, 110.6741484 -7.8037882, 110.6741484 -7.7861004, 110.6604155 -7.7997064, 110.6480559 -7.7983459, 110.6274565 -7.8024276, 110.6123503 -7.7997064, 110.5972441 -7.8092304, 110.5793913 -7.8092304, 110.5862578 -7.7901822, 110.5656584 -7.7820184, 110.5587919 -7.7929035, 110.5340727 -7.7997064, 110.5189665 -7.7806578, 110.4956206 -7.7670511, 110.4736479 -7.6295989, 110.4626616 -7.6119038, 110.4571684 -7.5588141, 110.4475554 -7.5397547, 110.3981169 -7.5833178, 110.3857573 -7.6037365, 110.341812 -7.6295989, 110.3019865 -7.6581817, 110.2731474 -7.7071764, 110.2635344 -7.6908455, 110.2676542 -7.6663479, 110.2676542 -7.6500154, 110.2566679 -7.6418489, 110.242935 -7.6527375, 110.2223356 -7.6500154, 110.2058561 -7.6527375, 110.1962431 -7.6418489, 110.1715239 -7.6472932, 110.1399382 -7.6445711, 110.1179655 -7.6717919, 110.1399382 -7.6840407, 110.134445 -7.7003719, 110.134445 -7.7343932, 110.1179655 -7.7561654, 110.1152189 -7.7779365, 110.1042326 -7.7779365, 110.0863798 -7.7983459, 110.0753935 -7.810591, 110.058914 -7.8214753, 110.0630339 -7.8378011, 110.0451811 -7.8514055, 110.0479277 -7.874532, 110.0314482 -7.8949366, 110.0094755 -7.8867749))",D.I.Y Yogyakarta,
